Volatility 3 Framework 2.26.2

Task Name	Principal ID	Display Name	Enabled	Creation Time	Last Run Time	Last Successful Run Time	Trigger Type	Trigger Description	Action Type	Action	Action Arguments	Action Context	Working Directory	Key Name
BackgroundUploadTask	Users	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:23.000000 UTC	-	-	ComHandler	{59b9640b-3f70-4d1c-b159-f26eeb8a4c87}	-	Users	N/A	{C0BED6CE-14FD-4713-902D-DEF64750B501}
StorageCardEncryption Task	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7548bca32b188341	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	SDCardEncryptionPolicy	Users	N/A	{C326DF98-7A45-4B8D-AABC-98EE2EC7C6E2}
BitLocker Encrypt All Drives	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7568bca32b188341	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	BitLockerEncryptAllDrives	Users	N/A	{C95ACA3D-13E0-4452-A799-3E0847BBC715}
EDP Policy Manager	LocalService	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7588bca328009213	ComHandler	{deca92e0-af85-439e-9204-86679978da08}	EdpPolicyManager	LocalService	N/A	{C96C1072-3BC3-42EB-99BF-95F20F0CC4BF}
EDP Policy Manager	LocalService	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 75e0bca328009213	ComHandler	{deca92e0-af85-439e-9204-86679978da08}	EdpPolicyManager	LocalService	N/A	{C96C1072-3BC3-42EB-99BF-95F20F0CC4BF}
SystemTask	LocalSystem	-	True	2025-06-02 05:19:09.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:16.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{CB213DAE-3CA6-4892-9EA6-8E677C5151EE}
SystemTask	LocalSystem	-	True	2025-06-02 05:19:09.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:16.000000 UTC	Logon	Logon trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{CB213DAE-3CA6-4892-9EA6-8E677C5151EE}
SystemTask	LocalSystem	-	True	2025-06-02 05:19:09.000000 UTC	2025-05-29 09:52:08.000000 UTC	2025-06-02 05:19:16.000000 UTC	Boot	Boot trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{CB213DAE-3CA6-4892-9EA6-8E677C5151EE}
StorageSense	Authenticated Users	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:22.000000 UTC	-	-	ComHandler	{ab2a519b-3b0-43ce-940a-a73df850b49a}	-	Authenticated Users	N/A	{CBE8B044-3363-4B03-9D03-A8D57700D196}
appuriverifierinstall	AllUsers	-	True	2025-06-02 01:07:19.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-02 01:07:19.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32c7c8741	-	-	-	AllUsers	-	{CC4CB0E8-0CBA-4A56-A32B-38B9C1EC9728}
SvcRestartTaskNetwork	NetworkService	-	True	2025-05-30 20:33:03.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-05-30 20:33:17.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-NetworkProfile/Operational"><Select Path="Microsoft-Windows-NetworkProfile/Operational">*[System[EventID=10000]]</Select></Query></QueryList>, Queries: []	ComHandler	{b1aebb5d-ead9-4476-b375-9c3ed9f32afc}	network	NetworkService	N/A	{CE055BD0-06CB-4660-AFEB-6E9BA332E9CD}
SyspartRepair	LocalSystem	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32c0d8e0a	Exe	%windir%\system32\bcdboot.exe	%windir% /sysrepair	LocalSystem	-	{D07CB70B-BB0C-486F-9761-583359D55112}
SynchronizeTimeZone	Author	-	-	-	2025-05-23 09:52:13.000000 UTC	-	-	-	-	-	-	Author	-	{D091BD70-CFDD-4B36-AD5F-A54CAFF43D49}
EDP App Launch Task	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 3508bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	AppLaunch	Users	N/A	{D0EAEE6D-0CEF-470D-89BF-2FA24B28F4E0}
IndexerAutomaticMaintenance	LocalService	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:27.000000 UTC	-	-	ComHandler	{3fba60a6-7bf5-4868-a2ca-6623b3dffea6}	-	LocalService	N/A	{D0F546D7-3D34-47BE-9617-933625938925}
SystemSoundsService	Group	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:17:43.000000 UTC	Logon	Logon trigger	ComHandler	{2dea658f-54c1-4227-af9b-260ab5fc3543}	-	Group	N/A	{D2961F5C-9C30-4FC7-B407-5C8A6D7E9555}
DirectXDatabaseUpdater	LocalSystem	-	False	2025-05-29 06:55:25.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-05-29 06:55:25.000000 UTC	Logon	Logon trigger	-	-	-	LocalSystem	-	{D3BFB2B5-5958-45E3-91CC-ABB0D65F9D3C}
DirectXDatabaseUpdater	LocalSystem	-	True	2025-05-29 06:55:25.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-05-29 06:55:25.000000 UTC	WindowsNotificationFacility	WNF state 7520bca33a019502	-	-	-	LocalSystem	-	{D3BFB2B5-5958-45E3-91CC-ABB0D65F9D3C}
ResolutionHost	Users	-	-	2025-06-01 09:13:41.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 21:12:45.000000 UTC	-	-	ComHandler	{900be39d-6be8-461a-bc4d-b0fa71f5ecb1}	-	Users	N/A	{D46AD71C-1C5B-4CC9-869E-F114CF0F7D1F}
Synchronize Language Settings	InteractiveUsers	-	True	2025-06-02 05:20:32.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:33.000000 UTC	WindowsNotificationFacility	WNF state 7518bca32a028903	ComHandler	{10d62541-90d0-42fe-848c-dbc1ac42eda}	SyncFromCloud	InteractiveUsers	N/A	{D7E43DC9-1A05-4D97-A610-D70A7AC3A319}
Synchronize Language Settings	InteractiveUsers	-	True	2025-06-02 05:20:32.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:33.000000 UTC	Logon	Logon trigger	ComHandler	{10d62541-90d0-42fe-848c-dbc1ac42eda}	SyncFromCloud	InteractiveUsers	N/A	{D7E43DC9-1A05-4D97-A610-D70A7AC3A319}
Sysprep Generalize Drivers	LocalSystem	-	-	-	2025-05-29 09:52:13.000000 UTC	-	-	-	Exe	%SystemRoot%\System32\drvinst.exe	6	LocalSystem	-	{DCFAE3AF-2CA6-4DAA-99AA-C5AE0A73F068}
UninstallDeviceTask	LocalSystem	-	-	-	2025-05-29 09:52:13.000000 UTC	-	-	-	Exe	BthUdTask.exe	$(Arg0)	LocalSystem	-	{DE1288FB-E2AE-4BF5-ABAA-69FAE82849BB}
TempSignedLicenseExchange	AllUsers	-	-	2025-06-01 09:55:21.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:23.000000 UTC	-	-	ComHandler	{77646a68-ad14-4d53-897d-7be4dde5f929}	-	AllUsers	N/A	{DFB834EF-7462-4E3B-9F1F-5D41767D1875}
CryptoPolicyTask	LocalSystem	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7530bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	CryptoPolicy	LocalSystem	N/A	{DFC2C941-113C-4F32-8827-C3164F856454}
IntegrityCheck	System	-	True	2025-06-01 17:16:01.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 17:16:01.000000 UTC	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-IntegrityCheck	System	N/A	{E04FEF59-22B6-4469-B0AC-CA9E336263E8}
WakeUpAndContinueUpdates	LocalSystem	-	-	-	2025-05-29 09:52:13.000000 UTC	-	-	-	ComHandler	{dc331ee-8438-49d5-a721-e10b937ce459}	-	LocalSystem	N/A	{E0DA5DAB-E121-476D-B142-5F8CFBFB28CC}
MouseSyncDataAvailable	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca324009615	ComHandler	{378eab97-efd6-4ed5-9ad9-e64a6aa1e6fa}	MouseSyncDataAvailable	Users	N/A	{E2839DC0-AAB6-4E55-9B4F-8EACEE9FB0E3}
BackupNonMaintenance	AnyUser	-	True	2025-06-02 04:25:40.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-02 04:25:42.000000 UTC	Time	-	ComHandler	{e0dcc2cc-3354-45f2-8914-519e07809082}	-	AnyUser	N/A	{E2992140-0660-41FA-8959-2C1492F2C948}
.NET Framework NGEN v4.0.30319 64	Author	-	-	2025-06-01 09:55:33.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 10:03:10.000000 UTC	-	-	ComHandler	{429bc048-379e-45e0-80e4-eb1977941b5c}	/RuntimeWide	Author	N/A	{E3C3918D-5FA6-46C8-B32B-B6928E4FB88F}
Notifications	Creator	-	True	2025-06-02 01:08:04.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-02 01:08:09.000000 UTC	WindowsNotificationFacility	WNF state 7508bca321089541	-	-	-	Creator	-	{E99C9288-F98B-4049-B9E5-AB45359CDF09}
Device Install Reboot Required	Users	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:06.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33d009602	ComHandler	{48794782-6a1f-47b9-bd52-1d5f95d49c1b}	-	Users	N/A	{F0C7E101-666B-43D9-9995-42F5E5935088}
Device Install Reboot Required	Users	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:06.000000 UTC	Logon	Logon trigger	ComHandler	{48794782-6a1f-47b9-bd52-1d5f95d49c1b}	-	Users	N/A	{F0C7E101-666B-43D9-9995-42F5E5935088}
CreateObjectTask	LocalSystem	-	-	2025-06-02 00:59:04.000000 UTC	2025-05-29 09:52:13.000000 UTC	-	-	-	ComHandler	{990a9f8f-301f-45f7-8d0e-68c5952dba43}	-	LocalSystem	N/A	{F1C230D7-6EDD-474F-9DE9-939AF097D3B3}
UsbCeip	LocalSystem	-	-	-	2025-05-28 09:52:13.000000 UTC	-	-	-	ComHandler	{c27f6b1d-fe0b-45e4-9257-38799fa69bc8}	SYSTEM	LocalSystem	N/A	{F3A201D8-8433-49CC-9F06-1F5204364B63}
BfeOnServiceStartTypeChange	LocalSystem	-	True	-	2025-05-29 09:52:13.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*/System/Provider[@Name='Service Control Manager'] and */System/EventID='7040' and */EventData/Data[@Name='param4']='BFE'</Select></Query></QueryList>, Queries: []	Exe	%windir%\system32\rundll32.exe	bfe.dll,BfeOnServiceStartTypeChange	LocalSystem	-	{F6709FA0-2557-4A86-8855-7A3D08608218}
WindowsActionDialog	Creator	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7548bca321089541	-	-	-	Creator	-	{F88BD0AF-155F-4E99-A253-D05322291A63}
Start Oobe Expedite Work	LocalSystem	-	True	2025-06-02 05:34:02.000000 UTC	2025-05-30 07:52:37.000000 UTC	2025-06-02 05:34:03.000000 UTC	WindowsNotificationFacility	WNF state 7524bca33e06830d	Exe	%systemroot%\system32\usoclient.exe	StartWork	LocalSystem	-	{F8A762E5-1C35-4BBE-AF35-93F19CB6092D}
AnalyzeSystem	LocalSystemAccount	-	-	2025-06-01 10:03:14.000000 UTC	2025-05-29 09:52:14.000000 UTC	2025-06-01 10:04:33.000000 UTC	-	-	ComHandler	{927ea2af-1c54-43d5-825e-74ce028eee}	-	LocalSystemAccount	N/A	{F9FBEDD0-150D-48BD-83A3-D43834B11FCE}
MapsToastTask	Users	-	-	-	2025-05-29 09:52:14.000000 UTC	-	-	-	ComHandler	{9885aef2-bd9f-41e0-b15e-b3141395e803}	$(Arg0);$(Arg1);$(Arg2);$(Arg3);$(Arg4);$(Arg5);$(Arg6);$(Arg7)	Users	N/A	{FAD8A217-0DBA-4254-BDFA-5690CCF7B729}
Work Folders Maintenance Work	InteractiveUsers	-	True	2025-06-02 03:19:18.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 03:19:18.000000 UTC	Logon	Logon trigger	ComHandler	{63260bce-a3fb-4a34-aa51-d4d8e877b62b}	-	InteractiveUsers	N/A	{FB0FE18B-D344-4B56-B274-7B85ED098613}
Device User	Users	-	True	2025-06-02 02:50:04.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 02:50:06.000000 UTC	Logon	Logon trigger	Exe	%windir%\system32\devicecensus.exe	UserCxt	Users	-	{FBE42F49-A672-4733-B437-E95F7E421F7C}
WiFiTask	Users	-	True	-	2025-05-29 09:52:14.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca323028741	Exe	%SystemRoot%\System32\WiFiTask.exe	nla	Users	-	{FC00A592-FE09-49F9-8859-A07B1E80838A}
Pre-staged app cleanup	LocalSystem	-	True	2025-05-29 17:51:52.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-05-29 17:51:52.000000 UTC	Logon	Logon trigger	Exe	%windir%\system32\rundll32.exe	%windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask	LocalSystem	-	{FDBFE98C-4630-4B45-B472-10F18FE93655}
RemoteAssistanceTask	Creator	-	True	-	2025-05-29 09:52:14.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[Provider[@Name='Microsoft-Windows-GroupPolicy'] and EventID=1502]]</Select></Query></QueryList>, Queries: []	Exe	%windir%\system32\RAServer.exe	/offerraupdate	Creator	%windir%	{FE2EBC6E-06AE-4F5B-9742-A12008327CE8}
RemoteAssistanceTask	Creator	-	True	-	2025-05-29 09:52:14.000000 UTC	-	Logon	Logon trigger	Exe	%windir%\system32\RAServer.exe	/offerraupdate	Creator	%windir%	{FE2EBC6E-06AE-4F5B-9742-A12008327CE8}
PcaPatchDbTask	LocalSystem	-	True	2025-06-01 20:31:01.000000 UTC	2025-05-29 09:52:16.000000 UTC	2025-06-01 20:31:05.000000 UTC	Time	-	Exe	%windir%\system32\rundll32.exe	%windir%\system32\PcaSvc.dll,PcaPatchSdbTask	LocalSystem	-	{FFCAFC6F-AB6A-4A2C-BCC6-23391AB00C29}
